*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_2FD97C69446AE597	m0773dxacb01	Fragment of Basic corrupted kipucka sting	a	the	Fragments of Basic corrupted kipucka sting		the	
_A1899226F3317293	m0774dxacb01	Fragment of Basic kitin boss sting	a	the	Fragments of Basic kitin boss sting		the	
_1814E3D32C8B0691	m0775dxacb01	Basic corrupted yelk carapace	a	the	Basic corrupted yelk carapaces		the	
_75C817E62D3CF557	m0776dxacb01	Basic corrupted kinrey head	a	the	Basic corrupted kinrey heads		the	
_A1C83F22269BA145	m0777dxacb01	Basic corrupted kincher head	a	the	Basic corrupted kincher heads		the	
_46026674CBDDF57B	m0778dxacb01	Basic corrupted vorax jaw	a	the	Basic corrupted vorax jaws		the	
_468233295030607E	m0779dxacb01	Basic corrupted yber bone	a	the	Basic corrupted yber bones		the	
_1CF1C1CBD59B3FA3	m0780dxacb01	Fragment of Basic corrupted kidinak mandible	a	the	Fragments of Basic corrupted kidinak mandible		the	
_827E5F362EBDA165	m0781dxacb01	Basic corrupted timari crest	a	the	Basic corrupted timari crests		the	
_DC8C873DFE9A2E47	m0782dxacb01	Fragment of Basic corrupted najab tail	a	the	Fragments of Basic corrupted najab tail		the	
_BB7D039B713C1570	m0783dxacb01	Basic corrupted ragus tooth	a	the	Basic corrupted ragus tooths		the	
_1EB2C1CB532C9FA8	m0784dxacb01	Fragment of Basic corrupted kipesta mandible	a	the	Fragments of Basic corrupted kipesta mandible		the	
_E180CD74DF9115C7	m0785dxacb01	Basic corrupted clopper carapace	a	the	Basic corrupted clopper carapaces		the	
_65887338E056ABC4	m0786dxacb01	Fragment of Basic corrupted kizoar sting	a	the	Fragments of Basic corrupted kizoar sting		the	
_43E3EF1C9050A06C	m0787dxacb01	Basic corrupted cray head	a	the	Basic corrupted cray heads		the	
_0625A371934ACE73	m0789dxacb01	Portion of Basic corrupted dark resin	a	the	Portions of Basic corrupted dark resin		the	
_5582EBDA3F0F41EB	m0790dxacb01	Bundle of Basic corrupted bright wood	a	the	Bundles of Basic corrupted bright wood		the	
_D8279F4D10E3CF1C	m0791dxacb01	Handful of Basic corrupted heavy bark	a	the	Handfuls of Basic corrupted heavy bark		the	
_FFB5EE07501DAA41	m0792dxacb01	Fragment of Basic corrupted light shell	a	the	Fragments of Basic corrupted light shell		the	
_78D85344E98A9CB2	m0793dxacb01	Basic corrupted thick amber	some	the	Basic corrupted thick ambers		the	
_5CCE073199611323	m0794dxacb01	Bundle of Basic corrupted dark wood	a	the	Bundles of Basic corrupted dark wood		the	
_5838B82B97DC664D	m0795dxacb01	Basic corrupted unstable oil	some	the	Basic corrupted unstable oils		the	
_78686B402CAAB8B4	m0796dxacb01	Basic corrupted solid amber	some	the	Basic corrupted solid ambers		the	
_B24553A33AC1B589	m0797dxacb01	Basic mp kitiniere deposit 01	a	the	Basic mp kitiniere deposit 01s		the	
_B24557A43AC1B58A	m0798dxacb01	Basic mp kitiniere deposit 02	a	the	Basic mp kitiniere deposit 02s		the	
_B2455BA53AC1B58B	m0799dxacb01	Basic mp kitiniere deposit 03	a	the	Basic mp kitiniere deposit 03s		the	
_70555FA63AC1B582	m0800dxacb01	Basic mp kitiniere deposit 04	a	the	Basic mp kitiniere deposit 04s		the	
_705563A73AC1B583	m0801dxacb01	Basic mp kitiniere deposit 05	a	the	Basic mp kitiniere deposit 05s		the	
_9B475BE155F0E578	m0802dxaca01	Plain peau souple de la reine	a	the	Plain peau souple de la reines		the	
_70D42D2170D57972	m0803dxaca01	Plain ecailles fines de la reine	a	the	Plain ecailles fines de la reines		the	
_C49E26A5EE0367A1	m0804dxaca01	Plain petites griffes de la reine	a	the	Plain petites griffes de la reines		the	
_ABEFA049275C607D	m0805dxaca01	Plain cuir flexible de la reine	a	the	Plain cuir flexible de la reines		the	
_F72F77A269B0736D	m0806dxaca01	Plain cuir brut de la reine	a	the	Plain cuir brut de la reines		the	
_75DE5F9228F03F61	m0807dxaca01	Plain soie fine de la reine	a	the	Plain soie fine de la reines		the	
_EE23499A10EFD63A	m0808dxaca01	Plain ecailles rigides de la reine	a	the	Plain ecailles rigides de la reines		the	
_C328E18765D1C29D	m0809dxaca01	Plain peau épaisse de la reine	a	the	Plain peau épaisse de la reines		the	
_9AD81CFD52DFCE39	m0810dxaca01	Plain ligaments denses de la reine	a	the	Plain ligaments denses de la reines		the	
_2C3C931A30652B7F	m0811dxaca01	Plain griffes puissantes de la reine	a	the	Plain griffes puissantes de la reines		the	
_C50807868361AAAE	m0812dxaca01	Plain soie robuste de la reine	a	the	Plain soie robuste de la reines		the	
_3016B75F88348ABD	m0813dxaca01	Plain carapace la reine	a	the	Plain carapace la reines		the	
_62FB1C4137DB9002	prospector_pendant	Pendentif de Prospecteur	un	le	Pendentifs de Prospecteur	des	les	
_D4F4BE6C023C1CAF	itrtam	Outil de Création/Munitions de Réfugié	un	l'	Outils de Création/Munitions de Réfugié	des	les	
_E0EF29A403C21097	itrtar	Outil de Création/Armures de Réfugié	un	l'	Outils de Création/Armures de Réfugié	des	les	
_F53C07D8CFDF9AEE	itrtfo	Outil de Forage de Réfugié	un	l'	Outils de Forage de Réfugié	des	les	
_141B95152DF66425	itrtje	Outil de Création/Bijoux de Réfugié	un	l'	Outils de Création/Bijoux de Réfugié	des	les	
_524A3677751D3176	itrtmw	Outil de Création/Armes de Mêlée de Réfugié	un	l'	Outils de Création/Armes de Mêlée de Réfugié	des	les	
_D26A267CF53D2180	itrtrw	Outil de Création/Armes de Tir de Réfugié	un	l'	Outils de Création/Armes de Tir de Réfugié	des	les	
_FFB6BE28F40C0DE4	icrm1pd	Dague de Réfugié	une	la	Dagues de Réfugié	des	les	
_4601554FE35C95C2	icrm1ss	Epée de Réfugié	une	l'	Epées de Réfugié	des	les	
_4CC1FF1BDA672BB7	icrm2ms	Amplificateur Magique de Réfugié	un	l'	Amplificateurs Magiques de Réfugié	des	les	
_00158AAA125A06BF	fy_banner_gu	Bannière de Guide Fyros	une	la	Bannières de Guide Fyros	des	les	
_2A3F98996924157E	fy_banner_sgu	Bannière de Guide Senior Fyros	une	la	Bannières de Guide Senior Fyros	des	les	
_1F4F33B285CA8A29	fy_banner_gm	Bannière de Maître de Jeu Fyros	une	la	Bannières de Maître de Jeu Fyros	des	les	
_FC9CE935008774E7	fy_banner_sgm	Bannière de Maître de Jeu Senior Fyros	une	la	Bannières de Maître de Jeu Senior Fyros	des	les	
_FA852AB1917A8EC8	ma_banner_gu	Bannière de Guide Matis	une	la	Bannières de Guide Matis	des	les	
_24AF389AEAA31980	ma_banner_sgu	Bannière de Guide Senior Matis	une	la	Bannières de Guide Senior Matis	des	les	
_9E6F73C004EA2A30	ma_banner_gm	Bannière de Maître de Jeu Matis	une	la	Bannières de Maître de Jeu Matis	des	les	
_7BBC293D810690E7	ma_banner_sgm	Bannière de Maître de Jeu Senior Matis	une	la	Bannières de Maître de Jeu Senior Matis	des	les	
_6E3353FB622DFBD8	tr_banner_gu	Bannière de Guide Tryker	une	la	Bannières de Guide Tryker	des	les	
_0633A4AC6155C5C2	tr_banner_sgu	Bannière de Guide Senior Tryker	une	la	Bannières de Guide Senior Tryker	des	les	
_16E5817E643F6922	tr_banner_gm	Bannière de Maître de Jeu Tryker	une	la	Bannières de Maître de Jeu Tryker	des	les	
_2A1E135E12D83E46	tr_banner_sgm	Bannière de Maître de Jeu Senior Tryker	une	la	Bannières de Maître de Jeu Senior Tryker	des	les	
_7D56623A8F21A6D3	zo_banner_gu	Bannière de Guide Zoraï	une	la	Bannières de Guide Zoraï	des	les	
_A780629F694A2D7E	zo_banner_sgu	Bannière de Guide Senior Zoraï	une	la	Bannières de Guide Senior Zoraï	des	les	
_9C4FE35602CA62B9	zo_banner_gm	Bannière de Maître de Jeu Zoraï	une	la	Bannières de Maître de Jeu Zoraï	des	les	
_799C8B4F00E6C463	zo_banner_sgm	Bannière de Maître de Jeu Senior Zoraï	une	la	Bannières de Maître de Jeu Senior Zoraï	des	les	
_E9DF2820EA99B068	pre_order	Précommande	une	la	Précommandes	des	les	
_F6CEA10B014B00DA	iadc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_37CEA10B014B00DA	iadd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_77CEA10B014B00DA	iade	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_B7CEA10B014B00DA	iadf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_F64EA10B014B00DA	ialc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_374EA10B014B00DA	iald	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_774EA10B014B00DA	iale	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_B74EA10B014B00DA	ialf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_F6EEA10B014B00DA	iafc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_37EEA10B014B00DA	iafd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_77EEA10B014B00DA	iafe	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_B7EEA10B014B00DA	iaff	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_F62EA10B014B00DA	iajc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_372EA10B014B00DA	iajd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_772EA10B014B00DA	iaje	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_B72EA10B014B00DA	iajf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_5544C05B967FD151	iapdl	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	
_871AA23151B0E7F0	iapd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de très faible constitution provenant du désert
_2C6CC640C581873A	iapdc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de faible constitution provenant du désert
_BDD4ADC974C85446	iapdd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de constitution moyenne provenant du désert
_EC59EB8F6765F222	iapde	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de bonne constitution provenant du désert
_183A8ED391AB2D06	iapdf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât d'excellente constitution provenant du désert
_08F9ACED25AF16F1	iapl	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de très faible constitution provenant des lacs
_6E4C7EC3B4B647C6	iaplc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de faible constitution provenant des lacs
_3EB3B78548C78347	iapld	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de constitution moyenne provenant des lacs
_D169E37D08213F12	iaple	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de bonne constitution provenant des lacs
_BBF6DBC374BB25F4	iaplf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât d'excellente constitution provenant des lacs
_4AD994ED25E6E768	iapf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de très faible constitution provenant des forêts
_CA3DB6BDB4B6143A	iapfc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de faible constitution provenant des forêts
_80939F8548FE54BE	iapfd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de constitution moyenne provenant des forêts
_6CE01F8B86213F85	iapfe	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de bonne constitution provenant des forêts
_B7F6DB3691326102	iapff	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât d'excellente constitution provenant des forêts
_F42D03283FC62EE9	iapj	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de très faible constitution provenant de la jungle
_6EBC79B82047E434	iapjc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de faible constitution provenant de la jungle
_7F9F8B368F3D3C49	iapjd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de constitution moyenne provenant de la jungle
_EB89FF3C453BA379	iapje	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât de bonne constitution provenant de la jungle
_77103F2A0FDB41B3	iapjf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât d'excellente constitution provenant de la jungle
_BA9F33E3486B611D	iasd	Mektoub de Monte	un	le	Mektoubs de Monte	des	les	Mektoub de Monte provenant du désert
_9FAF2BD1E927AE0D	iasl	Mektoub de Monte	un	le	Mektoubs de Monte	des	les	Mektoub de Monte provenant des lacs
_3A2667DF6727AE80	iasf	Mektoub de Monte	un	le	Mektoubs de Monte	des	les	Mektoub de Monte provenant des forêts
_B9CF479026411274	iasj	Mektoub de Monte	un	le	Mektoubs de Monte	des	les	Mektoub de Monte provenant de la jungle
_F91E9DC7E3382D28	guild_main_building	Appartement de Guilde	un	l'	Appartements de Guildes	des	les	
_2B10452620C8BBA5	player_building	Appartement de Joueur	un	l'	Appartements de Joueurs	des	les	
_4CDE31D811073816	ragus_bait	Appât à Ragus	un	l'	Appâts à Ragus	des	les	
_D760D9C1532F67C2	iccahb	Bottes Lourdes/Commandeur de Tribu	des	les	Bottes Lourdes/Commandeur de Tribu	des	les	
_61F95D89DA2A0E2D	iccahg	Gants Lourds/Commandeur de Tribu	des	les	Gants Lourds/Commandeur de Tribu	des	les	
_61F9658956CADA2F	iccahh	Casque Lourd/Commandeur de Tribu	un	le	Casques Lourds/Commandeur de Tribu	des	les	
_5B60D9C1531F63C2	iccahp	Pantalon Lourd/Commandeur de Tribu	un	le	Pantalons Lourds/Commandeur de Tribu	des	les	
_C569C5B3845F20FD	iccahs	Manches Lourdes/Commandeur de Tribu	des	les	Manches Lourdes/Commandeur de Tribu	des	les	
_56AF0E9C57DF8FEF	iccahv	Gilet Lourd/Commandeur de Tribu	un	le	Gilets Lourds/Commandeur de Tribu	des	les	
_29B80C8059273C74	fy_hof_tatoo0	Pas de Tatouage			Pas de Tatouage			
_E7C89C4F6A391470	fy_hof_tatoo1	Larmes Peintes	des	les	Larmes Peintes	des	les	
_33F23581871B6CAB	fy_hof_tatoo10	Fard à Joues d'Hyton	un	le	Fards à Joues d'Hyton	des	les	
_ED03E8026AA4726E	fy_hof_tatoo11	Marque de Ioda	une	la	Marques de Ioda	des	les	
_55D875FF2FA6D367	fy_hof_tatoo12	Esquisse	une	la	Esquisses	des	les	
_56271489AB65C360	fy_hof_tatoo13	Regard Noir	un	le	Regards Noirs	des	les	
_C17ECDBB064C0798	fy_hof_tatoo14	Vague de Sable	une	la	Vagues de Sable	des	les	
_DE7318962BB79380	fy_hof_tatoo15	Tempête de Sable	une	la	Tempêtes de Sable	des	les	
_FAC935C9EAD848D8	fy_hof_tatoo16	Ombre d'une Tempête de Sable	une	l'	Ombres d'une Tempête de Sable	des	les	
_2979891C2723C667	fy_hof_tatoo17	Masque de la Menace	un	le	Masques de la Menace	des	les	
_073EA1FDB0538EDB	fy_hof_tatoo18	Elégance Menaçante	une	l'	Elégances Menaçantes	des	les	
_18EFA260050CAC9C	fy_hof_tatoo19	Fard à Joues de Lifton	un	le	Fards à Joues de Lifton	des	les	
_6706BB8DAD271079	fy_hof_tatoo2	Mascara Léger	un	le	Mascaras Légers	des	les	
_851DA503E7E45E69	fy_hof_tatoo20	Mascara	un	le	Mascaras	des	les	
_2B3D9D18A3F2CB70	fy_hof_tatoo21	Ailes Observatrices	des	les	Ailes Observatrices	des	les	
_AE17F012E7E4766A	fy_hof_tatoo22	Masque de Mascara	un	le	Masques de Mascara	des	les	
_3B0911CB6EA864DE	fy_hof_tatoo23	Flocon Couronné de Pyph	un	le	Flocons Couronnés de Pyph	des	les	
_C18F9DF5A9428BE6	fy_hof_tatoo24	Mascara Transperçant	un	le	Mascaras Transperçants	des	les	
_3B09F5C96A076CDE	fy_hof_tatoo25	Flocon Couronné de Fina	un	le	Flocons Couronnés de Fina	des	les	
_83DE91F927739386	fy_hof_tatoo26	Ombre Transperçante	une	l'	Ombres Transperçantes	des	les	
_899FB66E7FC83CCC	fy_hof_tatoo27	Taches Couronnés et Ombre	des	les	Taches Couronnés et Ombres	des	les	
_5608189667B69F5B	fy_hof_tatoo28	Visage Couleur Sable	un	le	Visages Couleur Sable	des	les	
_BECBBD20463CF092	fy_hof_tatoo29	Flocons Couronnés de Floryx	des	les	Flocons Couronnés de Floryx	des	les	
_2C67BB9FEB271879	fy_hof_tatoo3	Stries Légères	des	les	Stries Légères	des	les	
_2A1889F3AD461336	fy_hof_tatoo30	Taches Ombrés	des	les	Taches Ombrés	des	les	
_AE8D990CAC467723	fy_hof_tatoo31	Cascade Ombrée	une	la	Cascades Ombrées	des	les	
_AB89D1F4AF064F36	fy_hof_tatoo32	Ombre Etoilée	une	l'	Ombres Etoilées	des	les	
_EC68209C6E36B37C	fy_hof_tatoo33	Etoiles	des	les	Etoiles	des	les	
_AD9738F2B0F47E71	fy_hof_tatoo34	Yeux Enflammés	des	les	Yeux Enflammés	des	les	
_E897710830D75B36	fy_hof_tatoo35	Stries de Tithon	des	les	Stries de Tithon	des	les	
_854EA5B6327C3CF0	fy_hof_tatoo36	Stries Continue	des	les	Stries Continue	des	les	
_C39DB9036FC57A89	fy_hof_tatoo37	Stries Elégantes	des	les	Stries Elégantes	des	les	
_6678A916AF463336	fy_hof_tatoo38	Flancs Stylés	des	les	Flancs Stylés	des	les	
_6CEDAD066C869B23	fy_hof_tatoo39	Stries de Lifton	des	les	Stries de Lifton	des	les	
_802D79A0984AF07A	fy_hof_tatoo4	Larmes Ombrées	des	les	Larmes Ombrées	des	les	
_AA280C922D053328	fy_hof_tatoo40	Bleu de Lifton	un	le	Bleus de Lifton	des	les	
_6FBFB1F09CC6E3D4	fy_hof_tatoo41	Ailes et Rayures	des	les	Ailes et Rayures	des	les	
_17E8F49B2B56E34A	fy_hof_tatoo42	Clin d'Oeil Pensif	un	le	Clins d'Oeil Pensifs	des	les	
_2C4814FBB2973B2B	fy_hof_tatoo43	Marque de Tyloth	un	le	Marques de Tyloth	des	les	
_E967600D6BA68F80	fy_hof_tatoo44	Triangles de Guerre	des	les	Triangles de Guerre	des	les	
_ADED9D052D268B24	fy_hof_tatoo45	Stries de Flepos	des	les	Stries de Flepos	des	les	
_E603180BED16CF7F	fy_hof_tatoo46	Stries de Hyte	des	les	Stries de Hyte	des	les	
_EC28CC9F6BD74F28	fy_hof_tatoo47	Front Ombré	un	le	Fronts Ombrés	des	les	
_2184BDFF2F25E37C	fy_hof_tatoo48	Ultime Sérénité	une	l'	Ultimes Sérénités	des	les	
_ADF720F46E166F2B	fy_hof_tatoo49	Ailes du Dragon	des	les	Ailes du Dragon	des	les	
_6A9708AB6D97307E	fy_hof_tatoo5	Ondulations	des	les	Ondulations	des	les	
_9E24C513EC868F91	fy_hof_tatoo50	Lignes des Yeux Ondulées	des	les	Lignes des Yeux Ondulées	des	les	
_6B773CF32C94727E	fy_hof_tatoo51	Vengeance	une	la	Vengeances	des	les	
_6777CB946FF6C76B	fy_hof_tatoo52	Fard à Paupière	un	le	Fards à Paupière	des	les	
_1AB7100029D7AB52	fy_hof_tatoo53	Taches Epais	des	les	Taches Epais	des	les	
_A83DB5126F73BA66	fy_hof_tatoo54	Pont de Munshia	un	le	Ponts de Munshia	des	les	
_6B473C06AFD5827E	fy_hof_tatoo55	Yeux Foudroyants	des	les	Yeux Foudroyants	des	les	
_2BAE950166B2DF73	fy_hof_tatoo56	Sables Transperçants	des	les	Sables Transperçants	des	les	
_ABD7189AAB05DF76	fy_hof_tatoo57	Réflexion	une	la	Réflexions	des	les	
_2E5D750EEBB3CA71	fy_hof_tatoo58	Taches de la Réflexion	des	les	Taches de la Réflexion	des	les	
_7F1DCD00EA371729	fy_hof_tatoo59	Simple Elégance	une	la	Simples Elégances	des	les	
_55999DFFAED82C6B	fy_hof_tatoo6	Ondulations Ombrées	des	les	Ondulations Ombrées	des	les	
_43CEE5BEC2AB54DF	fy_hof_tatoo60	Elégance de Cérémonie	une	l'	Elégances de Cérémonie	des	les	
_AA48E8942CF68B6D	fy_hof_tatoo61	Elégance	une	l'	Elégances	des	les	
_AE170C00AC45766E	fy_hof_tatoo62	Etoile de Mascara	une	l'	Etoiles de Mascara	des	les	
_9E438909EF259B85	fy_hof_tatoo63	Elégance Ultime	une	l'	Elégances Ultimes	des	les	
_379DDD7E48CC88C7	fy_hof_tatoo7	Esquisse Légère	une	l'	Esquisses Légères	des	les	
_33F23581C22DDDB2	fy_hof_tatoo8	Fard à Joues de Lifton	un	le	Fards à Joues de Lifton	des	les	
_2434DCADF038F87F	fy_hof_tatoo9	Esquisse	une	l'	Esquisses	des	les	
_29B80C8059275874	fy_hom_tatoo0	Pas de Tatouage			Pas de Tatouage			
_E7C89C4F6A393070	fy_hom_tatoo1	Larmes Peintes	des	les	Larmes Peintes	des	les	
_6C8DD516F0868F21	fy_hom_tatoo10	Ondulations de Wykson	des	les	Ondulations de Wykson	des	les	
_5608189667B69F5A	fy_hom_tatoo11	Visage Couleur Sable	un	le	Visages Couleur Sable	des	les	
_55689D0EAF96EF67	fy_hom_tatoo12	Rayures de Sang	des	les	Rayures de Sang	des	les	
_046EE507AF658686	fy_hom_tatoo13	Rayures Menaçantes	des	les	Rayures Menaçantes	des	les	
_00BEE5136EB68A85	fy_hom_tatoo14	Eclair	un	l'	Eclairs	des	les	
_A648D1FFF104AA86	fy_hom_tatoo15	Fureur de Soldat	une	la	Fureurs de Soldat	des	les	
_67A9AD09EC957B34	fy_hom_tatoo16	Ombre de Livith	une	l'	Ombres de Livith	des	les	
_E334F8ACA906E76D	fy_hom_tatoo17	Ombre de Tano	une	l'	Ombres de Tano	des	les	
_1A881807A826CB5B	fy_hom_tatoo18	Ombre de Malax	une	l'	Ombres de Malax	des	les	
_1A887807A836CF5B	fy_hom_tatoo19	Ombre de Nalyx	une	l'	Ombres de Nalyx	des	les	
_6B9898B72828E429	fy_hom_tatoo2	Larmes Rouges	des	les	Larmes Rouges	des	les	
_1A887807A857AB5C	fy_hom_tatoo20	Ombre de Palyx	une	l'	Ombres de Palyx	des	les	
_3F4AA9FFD5C65CEA	fy_hom_tatoo21	Ondulations des Dunes Obscures	des	les	Ondulations des Dunes Obscures	des	les	
_55599D0DEDB7EF68	fy_hom_tatoo22	Rayures de Tenos	des	les	Rayures de Tenos	des	les	
_EFF714F829076729	fy_hom_tatoo23	Ombre de Larmes	une	l'	Ombres de Larmes	des	les	
_C770BE7D82979425	fy_hom_tatoo24	Taches Couronnées et Stries	des	les	Taches Couronnées et Stries	des	les	
_5517C5166E86F358	fy_hom_tatoo25	Tatyn Croisé	un	le	Tatyns Croisés	des	les	
_55688D057086F758	fy_hom_tatoo26	Larmes Croisées	des	les	Larmes Croisées	des	les	
_17C9CCA3ABA62B4C	fy_hom_tatoo27	Froncement Couleur Sable	un	le	Froncements Couleur Sable	des	les	
_AE575003EED4AA7D	fy_hom_tatoo28	Yeux du Désert	des	les	Yeux du Désert	des	les	
_2F28FC082CD66F29	fy_hom_tatoo29	Péril du Désert	un	le	Périls du Désert	des	les	
_14000A1C2EAB664D	fy_hom_tatoo3	Larmes et Rayures sur les Joues	des	les	Larmes et Rayures sur les Joues	des	les	
_A98DF527EDE65323	fy_hom_tatoo30	Dryton Croisé	un	le	Drytons Croisés	des	les	
_1E7368A16AB69F82	fy_hom_tatoo31	Griffes d'Ocyx	des	les	Griffes d'Ocyx	des	les	
_1AE7400D6816C350	fy_hom_tatoo32	Flocon d'Hevon	un	le	Flocons d'Hevon	des	les	
_1788F4B2EB06135A	fy_hom_tatoo33	Lance de Styne	une	la	Lances de Styne	des	les	
_03AEE5F3EB176388	fy_hom_tatoo34	Fer de Lance Pacton	un	le	Fers de Lance Pacton	des	les	
_E603180BED16E77E	fy_hom_tatoo35	Stries de Hyte	des	les	Stries de Hyte	des	les	
_ADED9D0F2D26AB23	fy_hom_tatoo36	Stries de Flopos	des	les	Stries de Flopos	des	les	
_C37DED04AE359688	fy_hom_tatoo37	Stries de Liftons	des	les	Stries de Liftons	des	les	
_E987904CAF66FF6C	fy_hom_tatoo38	Bande de Sy	une	la	Bandes de Sy	des	les	
_FD7B9919043D3C8F	fy_hom_tatoo39	Ombre de Lance Wizeth	une	l'	Ombres de Lance Wizeth	des	les	
_1A88F000EA295C5E	fy_hom_tatoo4	Rayures de Pledix	des	les	Rayures de Pledix	des	les	
_6A46D7AD2B17C374	fy_hom_tatoo40	Stries de Guerre	des	les	Stries de Guerre	des	les	
_68A6079AEBB6AB78	fy_hom_tatoo41	Ombre Guerrière	une	l'	Ombres Guerrières	des	les	
_70DDAC0E2C8B70CB	fy_hom_tatoo42	Ombre de Lance Oktis	une	l'	Ombres de Lance Oktis	des	les	
_708CC405B0DB74CB	fy_hom_tatoo43	Ombre de Lance Dykon	une	l'	Ombres de Lance Dykon	des	les	
_2A29CD1471D69F24	fy_hom_tatoo44	Vengeance de Pyto	une	la	Vengeances de Pyto	des	les	
